condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.9982333333333333,0.9998999999999999,1.0,0.999016798941799,0.999016798941799,1.0,0.9992673263444395,5000.0,5000.0
autoencoder,0.9805666666666667,0.9975333333333333,0.9989666666666667,0.9881304884784976,0.9881304884784976,1.0,0.991050984033794,5000.0,5000.0
joint_pca,0.9595666666666666,0.9925666666666667,0.9965999999999999,0.9742889021427444,0.9742889021427444,1.0,0.9804814024541738,5000.0,5000.0
mcca,0.9538000000000001,0.9900333333333333,0.9951,0.9701617823005676,0.9701617823005676,1.0,0.9772834458616712,5000.0,5000.0
procrustes,0.627,0.8377666666666667,0.8944333333333333,0.7224192940432945,0.7224192940432945,1.0,0.7828278960367229,5000.0,5000.0
unaligned_truncate,0.00013333333333333334,0.001,0.0016666666666666668,0.0017767519372857497,0.0017767519372857497,2475.6666666666665,0.09508262842779576,5000.0,5000.0
unaligned_pca,0.0001333333333333333,0.0009000000000000001,0.0019,0.0017981072731480892,0.0017981072731480892,2498.5833333333335,0.09535299651294077,5000.0,5000.0
