,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.6945896084084939,0.6429531276128964,0.7098442498113458,0.6557508283876732
Prov-GigaPath,0.6945896084084939,0.9999999999999998,0.6040727807399027,0.6031300572624574,0.6915846663391542
KEEP,0.6429531276128964,0.6040727807399027,1.0,0.5243803166604448,0.646358183395186
ResNet50 (ImageNet),0.7098442498113458,0.6031300572624574,0.5243803166604448,1.0,0.526793398798913
UNI2-h,0.6557508283876732,0.6915846663391542,0.646358183395186,0.526793398798913,1.0
