,linear_cka,kernel_cka,svcca,pwcca,procrustes,cosine_rsa,distance_correlation
linear_cka,1.0,0.9515151515151515,0.6484848484848484,0.6848484848484848,0.7333333333333333,0.9151515151515152,0.9030303030303031
kernel_cka,0.9515151515151515,1.0,0.503030303030303,0.5757575757575758,0.806060606060606,0.9636363636363636,0.9757575757575757
svcca,0.6484848484848484,0.503030303030303,1.0,0.9272727272727272,0.5151515151515151,0.47878787878787876,0.4666666666666667
pwcca,0.6848484848484848,0.5757575757575758,0.9272727272727272,1.0,0.6727272727272727,0.6242424242424243,0.6
procrustes,0.7333333333333333,0.806060606060606,0.5151515151515151,0.6727272727272727,1.0,0.8303030303030303,0.8545454545454545
cosine_rsa,0.9151515151515152,0.9636363636363636,0.47878787878787876,0.6242424242424243,0.8303030303030303,1.0,0.9878787878787879
distance_correlation,0.9030303030303031,0.9757575757575757,0.4666666666666667,0.6,0.8545454545454545,0.9878787878787879,1.0
