,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,0.9999999999999996,0.7208587455956816,0.5658927316738485,0.6148383668590395,0.706393203710475
Prov-GigaPath,0.7208587455956816,0.9999999999999994,0.6658303942098702,0.6020154525961832,0.606863383023051
KEEP,0.5658927316738485,0.6658303942098702,0.9999999999999997,0.5223347329958206,0.6856804424915031
ResNet50 (ImageNet),0.6148383668590395,0.6020154525961832,0.5223347329958206,0.9999999999999996,0.5807404894333416
UNI2-h,0.706393203710475,0.606863383023051,0.6856804424915031,0.5807404894333416,0.9999999999999997
