,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,0.9999999999999998,0.6549956212689241,0.45064929928380126,0.4856845483874497,0.6642031843864218
Prov-GigaPath,0.6549956212689241,0.9999999999999996,0.570268600189302,0.48372551727595625,0.5001103054791696
KEEP,0.45064929928380126,0.570268600189302,0.9999999999999999,0.3730708715171485,0.619150403918732
ResNet50 (ImageNet),0.4856845483874497,0.48372551727595625,0.3730708715171485,0.9999999999999998,0.4938682492317522
UNI2-h,0.6642031843864218,0.5001103054791696,0.619150403918732,0.4938682492317522,0.9999999999999997
