,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CTransPath,1.0,0.662947390055974,0.5560374648613328,0.7051093907866165,0.635638536091749
Prov-GigaPath,0.662947390055974,0.9999999999999998,0.5148562068330639,0.5612430266320787,0.6659616078895225
KEEP,0.5560374648613328,0.5148562068330639,1.0,0.380735229007244,0.7438794064476624
ResNet50 (ImageNet),0.7051093907866165,0.5612430266320787,0.380735229007244,1.0,0.4098615911354185
UNI2-h,0.635638536091749,0.6659616078895225,0.7438794064476624,0.4098615911354185,1.0
