model,nmse,r2,cosine
gpfm,0.4284407518727316,0.5715592481272684,0.7800742244042412
hoptimus0,0.46611835371711013,0.5338816462828899,0.7574641752477292
virchow,0.24280531190920177,0.7571946880907983,0.936899042244848
virchow2,0.25627263266395767,0.7437273673360423,0.8988761263561793
