,reconstruction_r2,reconstruction_cosine,alignment_error,paired_cosine,shared_cka,recall@1,recall@10,mrr,neighborhood_preservation,effective_rank,latent_dim
joint_pca,0.9554823923166702,0.9874363658970577,0.0587815453278358,0.8845124352902579,0.9419487813960528,0.9235,0.9945,0.952891133268905,0.782775,47.3009042291693,64.0
gcca,0.8604759536006492,0.9612450873946269,0.11214527325524143,0.7972392184702878,0.6903114924704983,0.95975,0.9995,0.9759610442661913,0.490275,63.3339699639076,64.0
mcca,0.91807179826971,0.97739269372825,0.1908291968568401,0.6784393255428836,0.49483756617873664,0.8514999999999999,0.9902500000000001,0.9065943997585891,0.49112500000000003,63.89999785100332,64.0
procrustes,0.9823193552465344,0.99487603119369,0.12547239776548794,0.7725413316229605,0.8487072549552569,0.64925,0.9339999999999999,0.7509566189865766,0.9779250000000002,48.44288938308357,64.0
autoencoder,0.9641045414310481,0.9898725151900039,0.11369739570137338,0.7937665271123425,0.8922049354701008,0.79925,0.97925,0.8664712511228614,0.666525,52.49892360813104,64.0
