,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.7019033750429212,0.5165027886916075
H-optimus-0,0.7019033750429212,1.0,0.49378149876822436
Virchow2,0.5165027886916075,0.49378149876822436,1.0
