model_a,model_b,linear_cka,kernel_cka,svcca,pwcca,procrustes,cosine_rsa,distance_correlation
GPFM,H-optimus-0,0.7021927431971363,0.7019033750429212,0.6056651481458072,0.7515414701966621,0.7452342629365926,0.6395536821369495,0.8348298437629176
GPFM,Virchow2,0.4631250562066974,0.5165027886916075,0.6248603260796354,0.8393832143702517,0.7031737583858491,0.43145700106012647,0.7192315000076774
H-optimus-0,Virchow2,0.4538973529720484,0.49378149876822436,0.5060294535995999,0.7659081740567552,0.6837553003854638,0.4475717291321699,0.6994676752153892
