,GPFM,H-optimus-0,Virchow2
GPFM,0.9999999999999996,0.7515414701966621,0.8393832143702517
H-optimus-0,0.7515414701966621,1.0,0.7659081740567552
Virchow2,0.8393832143702517,0.7659081740567552,0.9999999999999993
