,GPFM,H-optimus-0,Virchow2
GPFM,0.9999999999999997,0.6056651481458072,0.6248603260796354
H-optimus-0,0.6056651481458072,0.9999999999999997,0.5060294535995999
Virchow2,0.6248603260796354,0.5060294535995999,0.9999999999999997
