,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.7452342629365926,0.7031737583858491
H-optimus-0,0.7452342629365926,1.0,0.6837553003854638
Virchow2,0.7031737583858491,0.6837553003854638,0.9999999999999996
