,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.8348298437629176,0.7192315000076774
H-optimus-0,0.8348298437629176,1.0,0.6994676752153892
Virchow2,0.7192315000076774,0.6994676752153892,1.0
