,reconstruction_r2,reconstruction_cosine,alignment_error,paired_cosine,shared_cka,recall@1,recall@10,mrr,neighborhood_preservation,effective_rank,latent_dim
joint_pca,0.6448076341769257,0.8355064336347104,0.030168154616996342,0.955782743892732,0.9384602945920695,0.9765833333333335,0.9991666666666666,0.9860754051436036,0.6231499999999999,55.38070009770385,64.0
gcca,0.5685812005342691,0.8010514147269743,0.028776824044914277,0.958215144980139,0.9208470236853442,0.9985833333333334,1.0,0.9992430555555557,0.5306500000000001,63.903108932005274,64.0
mcca,0.6061455725766344,0.8194892922938056,0.10604038136977248,0.8566844928568983,0.7428835967464247,0.9678333333333332,0.9994999999999999,0.9806726128768893,0.5839666666666667,63.921407400283734,64.0
procrustes,0.6799038435149737,0.8524277229712252,0.22385318915318417,0.7337357178554956,0.5386098899726455,0.62075,0.9199166666666666,0.7267918516794521,0.7889833333333334,55.30602019012335,64.0
autoencoder,0.6660438104307178,0.845823644381232,0.03971224398705608,0.9415596006187154,0.9707906986266656,0.9846666666666666,1.0,0.9910921626984127,0.6279,53.18425139655229,64.0
