,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.7083431625681162,0.7209320924972463,0.682855968065737,0.6196058501712847,0.731594359336482
ctranspath,0.7083431625681162,1.0,0.8143130503493907,0.7214816885352713,0.7552807324760428,0.8159813882037288
gigapath,0.7209320924972463,0.8143130503493907,1.0,0.737045320253495,0.7250988535974465,0.8557057612727439
keep,0.682855968065737,0.7214816885352713,0.737045320253495,1.0,0.6152839208324045,0.7631180950752645
resnet50,0.6196058501712847,0.7552807324760428,0.7250988535974465,0.6152839208324045,1.0,0.7071350077035113
uni_v2,0.731594359336482,0.8159813882037288,0.8557057612727439,0.7631180950752645,0.7071350077035113,1.0
