,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.8186779252937894,0.8266614115063642,0.7945375485535509,0.7405767424234342,0.8351921229420768
ctranspath,0.8186779252937894,1.0,0.8893017464207865,0.8316389977902358,0.8433816281975447,0.8927938841039724
gigapath,0.8266614115063642,0.8893017464207865,1.0,0.8397070394266459,0.8222317446847383,0.917161220645455
keep,0.7945375485535509,0.8316389977902358,0.8397070394266459,1.0,0.7448168028618202,0.8586681327719319
resnet50,0.7405767424234342,0.8433816281975447,0.8222317446847383,0.7448168028618202,1.0,0.8129433488978108
uni_v2,0.8351921229420768,0.8927938841039724,0.917161220645455,0.8586681327719319,0.8129433488978108,1.0
