model,nmse,r2,cosine
conch_v1,0.19900816679577077,0.8009918332042292,0.9359255132346515
ctranspath,0.22540427820545578,0.7745957217945443,0.9553293281798693
gigapath,0.5371270353430834,0.46287296465691663,0.7523153034430562
keep,0.3938020985991157,0.6061979014008843,0.8564781022724223
resnet50,0.17866796734771867,0.8213320326522813,0.9833358051254788
uni_v2,0.5367552088804726,0.46324479111952743,0.7416048974796041
