condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.76992,0.7130973333333334,0.6762873333333334,0.5137348266510668,0.8597235618486444,1.0,0.9073258211092151,5000.0,5000.0
joint_pca,0.7601533333333333,0.6991879999999999,0.661452,0.5152319672436432,0.8532627456589394,1.0,0.9071985357953721,5000.0,5000.0
mcca,0.7226733333333333,0.6783266666666666,0.6495353333333334,0.5119631638803609,0.8302621419656684,1.0,0.9065023106426041,5000.0,5000.0
autoencoder,0.7094533333333334,0.6635626666666667,0.635908,0.5134520488270212,0.822776290652114,1.0,0.9064331895517891,5000.0,5000.0
procrustes,0.6510533333333334,0.6240493333333333,0.6072493333333333,0.514010766499272,0.7840192907523471,1.0,0.9060909259629564,5000.0,5000.0
unaligned_pca,0.50732,0.507056,0.5070253333333333,0.5055343315826375,0.6823503315698378,1.3,0.9021478151177575,5000.0,5000.0
unaligned_truncate,0.49405333333333334,0.49461200000000005,0.49499,0.5009579641044916,0.6787630609159032,1.6,0.9008869832479464,5000.0,5000.0
