condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.9518,0.9918,0.9964,0.9701668526025489,0.9701668526025489,1.0,0.9774434946295891,5000.0,5000.0
joint_pca,0.897,0.9727,0.9851000000000001,0.9310217271819596,0.9310217271819596,1.0,0.9470900217408067,5000.0,5000.0
mcca,0.8331999999999999,0.9575,0.978,0.8880217700001217,0.8880217700001217,1.0,0.9142782533790182,5000.0,5000.0
autoencoder,0.7827999999999999,0.9267000000000001,0.9552,0.8465367387511191,0.8465367387511191,1.0,0.8812593438220171,5000.0,5000.0
procrustes,0.5994999999999999,0.8113,0.8707,0.6947352809760452,0.6947352809760452,1.0,0.7597809808213188,5000.0,5000.0
unaligned_pca,0.00030000000000000003,0.0007,0.0014,0.001725947754670035,0.001725947754670035,2660.0,0.0937749637009356,5000.0,5000.0
unaligned_truncate,0.0002,0.0013,0.0018,0.0018041591777850775,0.0018041591777850775,2240.5,0.09541115173534678,5000.0,5000.0
