source,target,cosine,r2
conch_v1,ctranspath,0.8474043018206208,0.30955690305320493
conch_v1,gigapath,0.6090097115936631,0.14355881753958377
conch_v1,keep,0.7630148610485799,0.33290075472144476
conch_v1,resnet50,0.912166752708928,0.15565359516079447
conch_v1,uni_v2,0.5774969390046355,0.15224146176699516
ctranspath,conch_v1,0.7813496090540311,0.2877611254363204
ctranspath,gigapath,0.6542608999770557,0.22438932839472492
ctranspath,keep,0.7235151405781012,0.19134426703693086
ctranspath,resnet50,0.9340194736477798,0.35755430523483445
ctranspath,uni_v2,0.6030103877925025,0.18903365393193783
gigapath,conch_v1,0.7591265663465975,0.2500553561625005
gigapath,ctranspath,0.86825403901061,0.4010694772207133
gigapath,keep,0.7146056679915266,0.19534628537269283
gigapath,resnet50,0.9148838892930891,0.1812395975241784
gigapath,uni_v2,0.610073682880885,0.21477575201703536
keep,conch_v1,0.8084773546375678,0.4151700565675476
keep,ctranspath,0.8390099141974738,0.2789177592127945
keep,gigapath,0.6054951835889161,0.14552848046653966
keep,resnet50,0.9029882816326068,0.07819538104599932
keep,uni_v2,0.5879474283272996,0.1807821062037387
resnet50,conch_v1,0.7480238865714998,0.2398766771055063
resnet50,ctranspath,0.8736586858320502,0.4293052877141874
resnet50,gigapath,0.606871216157727,0.15149487218002922
resnet50,keep,0.6799350144163085,0.11841117956728642
resnet50,uni_v2,0.5444581976724278,0.09747542834083256
uni_v2,conch_v1,0.7769126064568488,0.2893599889211321
uni_v2,ctranspath,0.8631773394406884,0.3724204145049389
uni_v2,gigapath,0.6551927035074797,0.23400977139203583
uni_v2,keep,0.7476159621068629,0.2770654625199611
uni_v2,resnet50,0.9068476446941045,0.08846138363391653
