,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.6810635476303365,0.6020403104232478,0.7785135689765807,0.6636032769121298,0.6795449643063598
ctranspath,0.6810635476303365,1.0,0.6699880386698536,0.6419266858664012,0.719059760874015,0.6835961909317044
gigapath,0.6020403104232478,0.6699880386698536,1.0,0.5864626242539078,0.6357465794236943,0.6442837726111719
keep,0.7785135689765807,0.6419266858664012,0.5864626242539078,1.0,0.569551226115698,0.7249853952893366
resnet50,0.6636032769121298,0.719059760874015,0.6357465794236943,0.569551226115698,1.0,0.5487509876389622
uni_v2,0.6795449643063598,0.6835961909317044,0.6442837726111719,0.7249853952893366,0.5487509876389622,1.0
