component,eigenvalue,view_agreement
0,1.9864350340769608,0.9864350340769608
1,1.9788117017679285,0.9788117017679285
2,1.9685836481970118,0.9685836481970118
3,1.9499024874320354,0.9499024874320354
4,1.9429040371860355,0.9429040371860355
5,1.9290649199814822,0.9290649199814822
6,1.927870573228414,0.927870573228414
7,1.9121559168621414,0.9121559168621414
8,1.8940252101693777,0.8940252101693777
9,1.886114039536973,0.8861140395369731
10,1.878612327008708,0.8786123270087081
11,1.868040610695361,0.8680406106953611
12,1.8607608734782175,0.8607608734782175
13,1.8472738996095854,0.8472738996095854
14,1.8386368542136768,0.8386368542136768
15,1.827000752735998,0.8270007527359979
16,1.819498256527151,0.8194982565271509
17,1.8070762652615293,0.8070762652615293
18,1.80269838262598,0.8026983826259799
19,1.7917215807803368,0.7917215807803368
20,1.777154507513754,0.777154507513754
21,1.768460865940072,0.768460865940072
22,1.7555557525291794,0.7555557525291794
23,1.7449605971528916,0.7449605971528916
24,1.7420631278277892,0.7420631278277892
25,1.7276889564870617,0.7276889564870617
26,1.7155116262637105,0.7155116262637105
27,1.7065825871325133,0.7065825871325133
28,1.698940426197473,0.698940426197473
29,1.6923875487398954,0.6923875487398954
30,1.683320436557221,0.683320436557221
31,1.6746636405868425,0.6746636405868425
32,1.6637107388490124,0.6637107388490124
33,1.6534634724835906,0.6534634724835906
34,1.6441034564913317,0.6441034564913317
35,1.6337920653599416,0.6337920653599416
36,1.6248061165445618,0.6248061165445618
37,1.6108688886825604,0.6108688886825604
38,1.6039658052226755,0.6039658052226755
39,1.595742649944365,0.595742649944365
40,1.5782822763764763,0.5782822763764763
41,1.5750423437242422,0.5750423437242422
42,1.563566534453309,0.563566534453309
43,1.551877735668144,0.5518777356681439
44,1.5464642868925131,0.5464642868925131
45,1.5370087712356493,0.5370087712356493
46,1.531560058819493,0.5315600588194931
47,1.5266646757896285,0.5266646757896285
48,1.5104330500538152,0.5104330500538152
49,1.5042489094671019,0.5042489094671019
50,1.4958231939078497,0.4958231939078497
51,1.4886288259660818,0.4886288259660818
52,1.4760013748341128,0.47600137483411276
53,1.4636099919982442,0.46360999199824415
54,1.4598798101259451,0.45987981012594514
55,1.4573199152186442,0.45731991521864424
56,1.4518690339883278,0.4518690339883278
57,1.4455532517156073,0.44555325171560733
58,1.4372211415038736,0.4372211415038736
59,1.4237261503945324,0.42372615039453243
60,1.4192700498888464,0.4192700498888464
61,1.4071885604150878,0.4071885604150878
62,1.392908572396113,0.392908572396113
63,1.3853430767747057,0.3853430767747057
