layer_a,depth_a,best_layer_b,depth_b,best_similarity,diagonal_similarity,depth_offset
trunk.blocks.0,0.0,layers.1.blocks.0,0.09090909090909091,0.4572786901345572,0.44988693419611075,0.09090909090909091
trunk.blocks.1,0.09090909090909091,layers.2.blocks.0,0.18181818181818182,0.49301223887148304,0.445539139455046,0.09090909090909091
trunk.blocks.2,0.18181818181818182,layers.2.blocks.0,0.18181818181818182,0.5166472788818933,0.5166472788818933,0.0
trunk.blocks.3,0.2727272727272727,layers.2.blocks.0,0.18181818181818182,0.5202911227273165,0.457607113631413,-0.09090909090909088
trunk.blocks.4,0.36363636363636365,layers.2.blocks.0,0.18181818181818182,0.5068005327497124,0.27938981644131977,-0.18181818181818182
trunk.blocks.5,0.45454545454545453,layers.2.blocks.0,0.18181818181818182,0.4739488996488258,0.3875148810351829,-0.2727272727272727
trunk.blocks.6,0.5454545454545454,layers.2.blocks.0,0.18181818181818182,0.46398524674032343,0.40692046722953823,-0.3636363636363636
trunk.blocks.7,0.6363636363636364,layers.2.blocks.0,0.18181818181818182,0.44900317482778385,0.2623827364535457,-0.45454545454545453
trunk.blocks.8,0.7272727272727273,layers.2.blocks.0,0.18181818181818182,0.44622927679912117,0.3847280698549007,-0.5454545454545454
trunk.blocks.9,0.8181818181818182,layers.2.blocks.0,0.18181818181818182,0.445124005155038,0.34760567263819386,-0.6363636363636365
trunk.blocks.10,0.9090909090909091,layers.2.blocks.0,0.18181818181818182,0.4413752801619338,0.333328800520081,-0.7272727272727273
trunk.blocks.11,1.0,layers.2.blocks.0,0.18181818181818182,0.44349740897650414,0.2898519065109211,-0.8181818181818181
