layer_a,depth_a,best_layer_b,depth_b,best_similarity,diagonal_similarity,depth_offset
blocks.0,0.0,blocks.4,0.10256410256410256,0.5791178617740099,0.09052525514155185,0.10256410256410256
blocks.1,0.043478260869565216,blocks.4,0.10256410256410256,0.5771245814916357,0.23881353633920874,0.059085841694537344
blocks.2,0.08695652173913043,blocks.9,0.23076923076923078,0.7470240525893639,0.6909094490185171,0.14381270903010035
blocks.3,0.13043478260869565,blocks.11,0.28205128205128205,0.8349866763220334,0.7372539147438,0.1516164994425864
blocks.4,0.17391304347826086,blocks.12,0.3076923076923077,0.9190314773545978,0.846545070174813,0.13377926421404684
blocks.5,0.21739130434782608,blocks.13,0.3333333333333333,0.9518015249239801,0.8797306458571985,0.11594202898550723
blocks.6,0.2608695652173913,blocks.15,0.38461538461538464,0.9580403012354315,0.9231998507219474,0.12374581939799334
blocks.7,0.30434782608695654,blocks.15,0.38461538461538464,0.9608020839151278,0.9483069397902227,0.0802675585284281
blocks.8,0.34782608695652173,blocks.15,0.38461538461538464,0.9581714793050045,0.9551349983573916,0.03678929765886291
blocks.9,0.391304347826087,blocks.18,0.46153846153846156,0.9624554058468165,0.9547769478235449,0.07023411371237459
blocks.10,0.43478260869565216,blocks.19,0.48717948717948717,0.9594946962369462,0.9542339842446644,0.05239687848383501
blocks.11,0.4782608695652174,blocks.19,0.48717948717948717,0.962123550647679,0.962123550647679,0.008918617614269764
blocks.12,0.5217391304347826,blocks.21,0.5384615384615384,0.9637000879794756,0.9635584040865712,0.01672240802675584
blocks.13,0.5652173913043478,blocks.21,0.5384615384615384,0.9555579121145339,0.9402626685325984,-0.026755852842809347
blocks.14,0.6086956521739131,blocks.21,0.5384615384615384,0.9573551762394914,0.919377428111146,-0.07023411371237465
blocks.15,0.6521739130434783,blocks.20,0.5128205128205128,0.9535137068739178,0.8946257877320436,-0.1393534002229655
blocks.16,0.6956521739130435,blocks.20,0.5128205128205128,0.9598010761277923,0.8987835086496799,-0.18283166109253068
blocks.17,0.7391304347826086,blocks.20,0.5128205128205128,0.9588394761948782,0.9331507608527972,-0.22630992196209587
blocks.18,0.782608695652174,blocks.20,0.5128205128205128,0.950729496698776,0.929948463731584,-0.26978818283166117
blocks.19,0.8260869565217391,blocks.20,0.5128205128205128,0.9451674170298079,0.9256313327003199,-0.31326644370122636
blocks.20,0.8695652173913043,blocks.20,0.5128205128205128,0.933709161212815,0.9052567836844044,-0.35674470457079155
blocks.21,0.9130434782608695,blocks.20,0.5128205128205128,0.9142233262592779,0.8818619248758371,-0.40022296544035674
blocks.22,0.9565217391304348,blocks.21,0.5384615384615384,0.8965283141286833,0.8612132505841894,-0.4180602006688964
blocks.23,1.0,blocks.21,0.5384615384615384,0.8994722140464714,0.8405200455320405,-0.46153846153846156
