layer_a,depth_a,best_layer_b,depth_b,best_similarity,diagonal_similarity,depth_offset
layers.0.blocks.0,0.0,blocks.8,0.20512820512820512,0.27912426102857474,0.014905210456255659,0.20512820512820512
layers.1.blocks.0,0.09090909090909091,blocks.12,0.3076923076923077,0.37542558010620336,0.30222717741593474,0.2167832167832168
layers.2.blocks.0,0.18181818181818182,blocks.14,0.358974358974359,0.5130294323080726,0.4398144327142947,0.17715617715617715
layers.3.blocks.0,0.2727272727272727,blocks.13,0.3333333333333333,0.4530131905639601,0.4482334741448553,0.06060606060606061
layers.0.blocks.1,0.36363636363636365,blocks.8,0.20512820512820512,0.2951634224382784,0.2788795088547577,-0.15850815850815853
layers.1.blocks.1,0.45454545454545453,blocks.12,0.3076923076923077,0.4200895065404747,0.3886630033640511,-0.14685314685314682
layers.2.blocks.1,0.5454545454545454,blocks.14,0.358974358974359,0.4503091091011388,0.4156917531711315,-0.18648018648018644
layers.3.blocks.1,0.6363636363636364,blocks.12,0.3076923076923077,0.2794967917999549,0.2099534765567782,-0.32867132867132864
layers.2.blocks.2,0.7272727272727273,blocks.14,0.358974358974359,0.4392933127657463,0.36974102489341953,-0.3682983682983683
layers.2.blocks.3,0.8181818181818182,blocks.14,0.358974358974359,0.39450940055388645,0.34723704863362853,-0.45920745920745926
layers.2.blocks.4,0.9090909090909091,blocks.14,0.358974358974359,0.3814901104395727,0.32936727088845424,-0.5501165501165501
layers.2.blocks.5,1.0,blocks.14,0.358974358974359,0.33809707092959457,0.28115858009393946,-0.641025641025641
