model,nmse,r2,cosine
ctranspath,0.2599730082134269,0.7400269917865732,0.9443928086913109
gigapath,0.5870482157136676,0.4129517842863324,0.7002896565380275
keep,0.4387618145077535,0.5612381854922466,0.8349219524051034
resnet50,0.18256469492416474,0.8174353050758353,0.9831548182194992
uni_v2,0.5834737829929664,0.41652621700703363,0.6833098051698473
