,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.8006794607357587,0.7001423764263776,0.760661540046861,0.7972813963033214
gigapath,0.8006794607357587,1.0,0.7240295508535548,0.738811451407249,0.8421147240982083
keep,0.7001423764263776,0.7240295508535548,1.0,0.6215340905399241,0.7481137005312455
resnet50,0.760661540046861,0.738811451407249,0.6215340905399241,1.0,0.7182352753981309
uni_v2,0.7972813963033214,0.8421147240982083,0.7481137005312455,0.7182352753981309,1.0
