source,target,cosine,r2
ctranspath,gigapath,0.6664261794036289,0.3556250768307899
ctranspath,keep,0.7852069829792108,0.4359857433087575
ctranspath,resnet50,0.9765136137043282,0.7450565979644268
ctranspath,uni_v2,0.6457281050194164,0.35703757472392494
gigapath,ctranspath,0.9259139434694267,0.6561061046721179
gigapath,keep,0.7931828151122124,0.45747547934553157
gigapath,resnet50,0.9748461784081759,0.7274632999432272
gigapath,uni_v2,0.6610641564589088,0.3828049620930918
keep,ctranspath,0.9161018019563016,0.6120295547737964
keep,gigapath,0.6591719456336316,0.3476887647457454
keep,resnet50,0.9680686235262278,0.6554116129004515
keep,uni_v2,0.6504041730904925,0.3669372170312909
resnet50,ctranspath,0.919349433246296,0.626835731327025
resnet50,gigapath,0.644515558334133,0.32018245873204787
resnet50,keep,0.7581003613178546,0.3737850723319509
resnet50,uni_v2,0.6207479503760042,0.3184201491393265
uni_v2,ctranspath,0.9275950765799106,0.6630484336979011
uni_v2,gigapath,0.6801419699003239,0.37946829721065933
uni_v2,keep,0.8002355778491405,0.47417594816653097
uni_v2,resnet50,0.9737394411844944,0.7158790794337679
