,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.514922394114378,0.5010666089830969,0.4738094627191857,0.38651581305875515,0.5088419328121204
ctranspath,0.514922394114378,1.0,0.5790940727439712,0.47817634991809616,0.5411534716277884,0.5598636099198568
gigapath,0.5010666089830969,0.5790940727439712,1.0,0.4868266724264921,0.4419072659798536,0.6175515887069221
keep,0.4738094627191857,0.47817634991809616,0.4868266724264921,1.0,0.34858063131856004,0.5193566715173672
resnet50,0.38651581305875515,0.5411534716277884,0.4419072659798536,0.34858063131856004,1.0,0.39950701432854685
uni_v2,0.5088419328121204,0.5598636099198568,0.6175515887069221,0.5193566715173672,0.39950701432854685,1.0
