,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.6965727338156452,0.6823328653314563,0.6519166100149053,0.5600180914383304,0.6859415857427772
ctranspath,0.6965727338156452,1.0,0.7454743035763883,0.6699235771560459,0.6867016693208893,0.7285220034309869
gigapath,0.6823328653314563,0.7454743035763883,1.0,0.6726087717679388,0.6113362902076698,0.768576702230537
keep,0.6519166100149053,0.6699235771560459,0.6726087717679388,1.0,0.5255471386973283,0.6947123999650984
resnet50,0.5600180914383304,0.6867016693208893,0.6113362902076698,0.5255471386973283,1.0,0.5774088003766075
uni_v2,0.6859415857427772,0.7285220034309869,0.768576702230537,0.6947123999650984,0.5774088003766075,1.0
