,GPFM,H-optimus-0,Virchow2
GPFM,0.9999999999999998,0.5772871617064902,0.5994017023090957
H-optimus-0,0.5772871617064902,0.9999999999999997,0.4911462351301717
Virchow2,0.5994017023090957,0.4911462351301717,0.9999999999999997
