,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.9015575070437468,0.6564313439491349
H-optimus-0,0.9015575070437468,1.0,0.6220446407309242
Virchow2,0.6564313439491349,0.6220446407309242,1.0
