,GPFM,H-optimus-0,Virchow2
GPFM,1.0,0.8131132243840181,0.4350089064922014
H-optimus-0,0.8131132243840181,1.0,0.39048679863193925
Virchow2,0.4350089064922014,0.39048679863193925,1.0
