,GPFM,H-optimus-0,Virchow2
GPFM,0.9999999999999998,0.7423195779226969,0.81843342388974
H-optimus-0,0.7423195779226969,0.9999999999999996,0.7515970434739292
Virchow2,0.81843342388974,0.7515970434739292,0.9999999999999996
