kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.9079568308926191,0.6496881043418721,0.3503118956581278,0.6194999999999999,0.8269,0.8829,0.7128775507906515,0.7128775507906515,1.0,0.7745008472629125,5000.0,5000.0
self_roundtrip,0.9924674764671775,0.9721460925645571,0.02785390743544288,0.9999,1.0,1.0,0.99995,0.99995,1.0,0.9999630929753571,5000.0,5000.0
