kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.8001317624632399,0.42801653727838335,0.5719834627216166,0.3116,0.5592866666666667,0.6640533333333333,0.4285598317121868,0.4285598317121868,6.3,0.5403496250111843,5000.0,5000.0
self_roundtrip,0.8999289821385004,0.739569103173164,0.26043089682683607,0.8842,0.9580666666666667,0.9751666666666666,0.916491941008298,0.916491941008298,1.0,0.9352085810480335,5000.0,5000.0
