model_a,model_b,linear_cka,kernel_cka,svcca,pwcca,procrustes,cosine_rsa,distance_correlation
GPFM,H-optimus-0,0.6742995862990332,0.6656574245074242,0.5934406903222751,0.7367804334135354,0.7195327476138136,0.5966293755987772,0.8094303556336312
GPFM,Virchow,0.6104600506782345,0.6326235927547068,0.605087962472878,0.829182314212209,0.689070206641828,0.6114706437584948,0.800500666901456
GPFM,Virchow2,0.43233218176114857,0.4807952560810594,0.6169085489247343,0.8371532019256285,0.6868470627587034,0.3910956856628148,0.6941866671216943
H-optimus-0,Virchow,0.4982170133492175,0.5159355868402756,0.5014661884833542,0.7675657808754275,0.6664935468103275,0.5402553115477567,0.7171893515140373
H-optimus-0,Virchow2,0.4536121544939858,0.4894226737476217,0.5306279461313163,0.7718146915955992,0.6758536752395284,0.4389761898548491,0.6965230218339394
Virchow,Virchow2,0.317600231656227,0.36893353777599613,0.5523848303365656,0.733070499706828,0.6658128101429713,0.3309336347620461,0.6138458090393488
