,linear_cka,kernel_cka,svcca,pwcca,procrustes,cosine_rsa,distance_correlation
linear_cka,1.0,1.0,0.02857142857142857,0.02857142857142857,0.42857142857142855,0.9428571428571428,1.0
kernel_cka,1.0,1.0,0.02857142857142857,0.02857142857142857,0.42857142857142855,0.9428571428571428,1.0
svcca,0.02857142857142857,0.02857142857142857,1.0,0.5428571428571428,0.7714285714285715,0.08571428571428572,0.02857142857142857
pwcca,0.02857142857142857,0.02857142857142857,0.5428571428571428,1.0,0.3142857142857143,0.2,0.02857142857142857
procrustes,0.42857142857142855,0.42857142857142855,0.7714285714285715,0.3142857142857143,1.0,0.3142857142857143,0.42857142857142855
cosine_rsa,0.9428571428571428,0.9428571428571428,0.08571428571428572,0.2,0.3142857142857143,1.0,0.9428571428571428
distance_correlation,1.0,1.0,0.02857142857142857,0.02857142857142857,0.42857142857142855,0.9428571428571428,1.0
