,GPFM,H-optimus-0,Virchow,Virchow2
GPFM,0.9999999999999998,0.5966293755987772,0.6114706437584948,0.3910956856628148
H-optimus-0,0.5966293755987772,1.0,0.5402553115477567,0.4389761898548491
Virchow,0.6114706437584948,0.5402553115477567,1.0,0.3309336347620461
Virchow2,0.3910956856628148,0.4389761898548491,0.3309336347620461,1.0
