,GPFM,H-optimus-0,Virchow,Virchow2
GPFM,1.0,0.8068940586687564,0.7933173217574913,0.6871446676742408
H-optimus-0,0.8068940586687564,1.0,0.7078531494299278,0.688717699931826
Virchow,0.7933173217574913,0.7078531494299278,1.0,0.6025716478941753
Virchow2,0.6871446676742408,0.688717699931826,0.6025716478941753,1.0
