,GPFM,H-optimus-0,Virchow,Virchow2
GPFM,1.0,0.7181198040559906,0.6869551166548282,0.6871159554598513
H-optimus-0,0.7181198040559906,1.0,0.6640391356040676,0.6741124461176085
Virchow,0.6869551166548282,0.6640391356040676,1.0,0.6664345964679169
Virchow2,0.6871159554598513,0.6741124461176085,0.6664345964679169,1.0
