,GPFM,H-optimus-0,Virchow,Virchow2
GPFM,0.9999999999999996,0.7198916646866007,0.8112269597913135,0.8210621741051229
H-optimus-0,0.7198916646866007,0.9999999999999998,0.759587800736709,0.7648648705806693
Virchow,0.8112269597913135,0.759587800736709,0.9999999999999997,0.725528098184291
Virchow2,0.8210621741051229,0.7648648705806693,0.725528098184291,0.9999999999999997
