,GPFM,H-optimus-0,Virchow,Virchow2
GPFM,1.0,0.7099988599485374,0.49620279106963044,0.35389843071742405
H-optimus-0,0.7099988599485374,1.0,0.5235216074843831,0.37428805436660817
Virchow,0.49620279106963044,0.5235216074843831,1.0,0.29490527785829435
Virchow2,0.35389843071742405,0.37428805436660817,0.29490527785829435,1.0
