,GPFM,H-optimus-0,Virchow,Virchow2
GPFM,1.0,0.6037337360801909,0.41629948921797977,0.31207892884605626
H-optimus-0,0.6037337360801909,0.9999999999999998,0.453280004310436,0.32126084970532504
Virchow,0.41629948921797977,0.453280004310436,1.0,0.27152442684428124
Virchow2,0.31207892884605626,0.32126084970532504,0.27152442684428124,1.0
