,linear_cka,kernel_cka,svcca,pwcca,procrustes,cosine_rsa,distance_correlation
linear_cka,1.0,1.0,-0.2,-0.37142857142857144,-0.14285714285714285,1.0,1.0
kernel_cka,1.0,1.0,-0.2,-0.37142857142857144,-0.14285714285714285,1.0,1.0
svcca,-0.2,-0.2,1.0,0.4857142857142857,0.37142857142857144,-0.2,-0.2
pwcca,-0.37142857142857144,-0.37142857142857144,0.4857142857142857,1.0,-0.4857142857142857,-0.37142857142857144,-0.37142857142857144
procrustes,-0.14285714285714285,-0.14285714285714285,0.37142857142857144,-0.4857142857142857,1.0,-0.14285714285714285,-0.14285714285714285
cosine_rsa,1.0,1.0,-0.2,-0.37142857142857144,-0.14285714285714285,1.0,1.0
distance_correlation,1.0,1.0,-0.2,-0.37142857142857144,-0.14285714285714285,1.0,1.0
