,gpfm,hoptimus0,virchow2
gpfm,1.0,0.8094333994791566,0.3799649030472468
hoptimus0,0.8094333994791566,1.0,0.38531545856790117
virchow2,0.3799649030472468,0.38531545856790117,1.0
