,gpfm,hoptimus0,virchow2
gpfm,1.0,0.7789038172451296,0.6778737652526842
hoptimus0,0.7789038172451296,1.0,0.6947690298882789
virchow2,0.6778737652526842,0.6947690298882789,1.0
