model,nmse,r2,cosine
gpfm,0.4445078304772241,0.5554921695227759,0.7731617070425825
hoptimus0,0.4938969373411924,0.5061030626588077,0.7522434020940226
virchow2,0.2738299877746189,0.7261700122253811,0.8842997302701875
