,CONCH v1.5,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH v1.5,1.0,0.6128053429242012,0.47812136914603565,0.606021374335523,0.5832587841330538,0.437463082014777
CTransPath,0.6128053429242012,1.0,0.622261937823792,0.6376840822998049,0.7255808690180853,0.5704485194319114
Prov-GigaPath,0.47812136914603565,0.622261937823792,0.9999999999999996,0.5770809862615277,0.534991727224211,0.6524066918899328
KEEP,0.606021374335523,0.6376840822998049,0.5770809862615277,1.0,0.5637247286006357,0.5579414639370477
ResNet50 (ImageNet),0.5832587841330538,0.7255808690180853,0.534991727224211,0.5637247286006357,0.9999999999999998,0.48731326968672645
UNI2-h,0.437463082014777,0.5704485194319114,0.6524066918899328,0.5579414639370477,0.48731326968672645,1.0
