,CONCH v1.5,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH v1.5,1.0,0.6605229077848012,0.6197834618688555,0.7250274106767417,0.6689405514272785,0.528090231415742
CTransPath,0.6605229077848012,1.0,0.750897969164667,0.6988692221583986,0.73456850298862,0.6490302560509887
Prov-GigaPath,0.6197834618688555,0.750897969164667,1.0,0.6627568805131231,0.6161655419801693,0.7131842530574045
KEEP,0.7250274106767417,0.6988692221583986,0.6627568805131231,1.0,0.6359396087822958,0.6093165141929239
ResNet50 (ImageNet),0.6689405514272785,0.73456850298862,0.6161655419801693,0.6359396087822958,1.0,0.49495295276858503
UNI2-h,0.528090231415742,0.6490302560509887,0.7131842530574045,0.6093165141929239,0.49495295276858503,1.0
