,CONCH v1.5,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH v1.5,1.0,0.6886752257464679,0.6147359613231882,0.727959433793329,0.6808208622254877,0.5183167508044577
CTransPath,0.6886752257464679,0.9999999999999998,0.7306809983404384,0.6995940968346264,0.8013205701957117,0.6052328357306604
Prov-GigaPath,0.6147359613231882,0.7306809983404384,1.0,0.6359749445096197,0.6348357057932065,0.6382029671787868
KEEP,0.727959433793329,0.6995940968346264,0.6359749445096197,1.0,0.6483278515081532,0.5781538293593328
ResNet50 (ImageNet),0.6808208622254877,0.8013205701957117,0.6348357057932065,0.6483278515081532,1.0,0.5054374251244046
UNI2-h,0.5183167508044577,0.6052328357306604,0.6382029671787868,0.5781538293593328,0.5054374251244046,1.0
