,CONCH v1.5,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH v1.5,1.0,0.7000308171324119,0.6467971495807037,0.7493038972447165,0.6904135719424971,0.5577775458976535
CTransPath,0.7000308171324119,1.0,0.7673352666476077,0.7231048717277068,0.7850511988261473,0.6651210981656231
Prov-GigaPath,0.6467971495807037,0.7673352666476077,1.0,0.6800565009863072,0.6493481690083079,0.7242291262800574
KEEP,0.7493038972447165,0.7231048717277068,0.6800565009863072,1.0,0.6589920155352386,0.6279397851506153
ResNet50 (ImageNet),0.6904135719424971,0.7850511988261473,0.6493481690083079,0.6589920155352386,1.0,0.5260323024673029
UNI2-h,0.5577775458976535,0.6651210981656231,0.7242291262800574,0.6279397851506153,0.5260323024673029,1.0
