,linear_cka,kernel_cka,svcca,pwcca,procrustes,cosine_rsa,distance_correlation
linear_cka,1.0,0.9821428571428571,-0.22857142857142856,-0.05,0.9,0.9035714285714286,0.9785714285714285
kernel_cka,0.9821428571428571,1.0,-0.2785714285714286,-0.1,0.9357142857142857,0.9285714285714286,0.9964285714285714
svcca,-0.22857142857142856,-0.2785714285714286,1.0,0.5285714285714286,-0.44285714285714284,-0.37857142857142856,-0.2892857142857143
pwcca,-0.05,-0.1,0.5285714285714286,1.0,-0.13214285714285715,-0.28214285714285714,-0.11428571428571428
procrustes,0.9,0.9357142857142857,-0.44285714285714284,-0.13214285714285715,1.0,0.8357142857142857,0.9321428571428572
cosine_rsa,0.9035714285714286,0.9285714285714286,-0.37857142857142856,-0.28214285714285714,0.8357142857142857,1.0,0.9428571428571428
distance_correlation,0.9785714285714285,0.9964285714285714,-0.2892857142857143,-0.11428571428571428,0.9321428571428572,0.9428571428571428,1.0
