,CONCH,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH,1.0,0.6697781548127406,0.5518446639501768,0.76188685113159,0.6483949157190869,0.6505278394362225
CTransPath,0.6697781548127406,0.9999999999999998,0.6142652714673892,0.5999122092263561,0.7167159664407824,0.6375390614403653
Prov-GigaPath,0.5518446639501768,0.6142652714673892,1.0,0.5152460228586094,0.5804855296618904,0.5636019743753584
KEEP,0.76188685113159,0.5999122092263561,0.5152460228586094,1.0,0.531542096865174,0.6505750891282439
ResNet50 (ImageNet),0.6483949157190869,0.7167159664407824,0.5804855296618904,0.531542096865174,1.0,0.5076198726438788
UNI2-h,0.6505278394362225,0.6375390614403653,0.5636019743753584,0.6505750891282439,0.5076198726438788,0.9999999999999998
