,CONCH,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH,1.0,0.7197738267912237,0.6216968888618194,0.8028103753402591,0.6907746249662847,0.7062319491336441
CTransPath,0.7197738267912237,1.0,0.6905751294127025,0.6739788020868559,0.7478886476995511,0.7079271224062409
Prov-GigaPath,0.6216968888618194,0.6905751294127025,1.0,0.6016451069091451,0.6413676205724992,0.6669128806458372
KEEP,0.8028103753402591,0.6739788020868559,0.6016451069091451,1.0,0.5803495955440505,0.7485601848749156
ResNet50 (ImageNet),0.6907746249662847,0.7478886476995511,0.6413676205724992,0.5803495955440505,1.0,0.5625055988817661
UNI2-h,0.7062319491336441,0.7079271224062409,0.6669128806458372,0.7485601848749156,0.5625055988817661,1.0
