,CONCH,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH,0.9999999999999997,0.6562644504672952,0.7246155016150451,0.6358057803678445,0.5927555496638914,0.7309500371361173
CTransPath,0.6562644504672952,0.9999999999999998,0.7034257595263023,0.5661368058106311,0.6158554618904708,0.6964105484839287
Prov-GigaPath,0.7246155016150451,0.7034257595263023,0.9999999999999996,0.6688164541623258,0.5940199007828554,0.6050591648116589
KEEP,0.6358057803678445,0.5661368058106311,0.6688164541623258,0.9999999999999998,0.524060494065927,0.6870027870666647
ResNet50 (ImageNet),0.5927555496638914,0.6158554618904708,0.5940199007828554,0.524060494065927,0.9999999999999996,0.5774468057206195
UNI2-h,0.7309500371361173,0.6964105484839287,0.6050591648116589,0.6870027870666647,0.5774468057206195,0.9999999999999996
