,CONCH,CTransPath,Prov-GigaPath,KEEP,ResNet50 (ImageNet),UNI2-h
CONCH,1.0,0.6207471853607336,0.7320199506510948,0.6139864043581367,0.5290892007910796,0.755052271538905
CTransPath,0.6207471853607336,0.9999999999999998,0.6499991838567348,0.45252963948758435,0.48508271394245134,0.6638907283841856
Prov-GigaPath,0.7320199506510948,0.6499991838567348,0.9999999999999996,0.5902136598650718,0.49729270597957453,0.5060605671769455
KEEP,0.6139864043581367,0.45252963948758435,0.5902136598650718,0.9999999999999997,0.3699204330232888,0.6318795180959834
ResNet50 (ImageNet),0.5290892007910796,0.48508271394245134,0.49729270597957453,0.3699204330232888,0.9999999999999996,0.5061788603930077
UNI2-h,0.755052271538905,0.6638907283841856,0.5060605671769455,0.6318795180959834,0.5061788603930077,0.9999999999999997
