,linear_cka,kernel_cka,svcca,pwcca,procrustes,cosine_rsa,distance_correlation
linear_cka,1.0,0.9964285714285714,0.3464285714285714,0.39285714285714285,0.6285714285714286,0.9642857142857143,0.9928571428571429
kernel_cka,0.9964285714285714,1.0,0.32857142857142857,0.3607142857142857,0.6214285714285714,0.9714285714285714,0.9964285714285714
svcca,0.3464285714285714,0.32857142857142857,1.0,0.9214285714285714,-0.23214285714285715,0.25357142857142856,0.3357142857142857
pwcca,0.39285714285714285,0.3607142857142857,0.9214285714285714,1.0,-0.1,0.2857142857142857,0.37142857142857144
procrustes,0.6285714285714286,0.6214285714285714,-0.23214285714285715,-0.1,1.0,0.6035714285714285,0.5964285714285714
cosine_rsa,0.9642857142857143,0.9714285714285714,0.25357142857142856,0.2857142857142857,0.6035714285714285,1.0,0.9785714285714285
distance_correlation,0.9928571428571429,0.9964285714285714,0.3357142857142857,0.37142857142857144,0.5964285714285714,0.9785714285714285,1.0
