kind,cosine,r2,nmse,retrieval_recall@1,retrieval_recall@5,retrieval_recall@10,retrieval_map,retrieval_mrr,retrieval_median_rank,retrieval_ndcg,retrieval_n_query,retrieval_n_database
cross_model,0.8924303323958738,0.6028509819574323,0.39714901804256775,0.593,0.8309,0.892,0.7001670424377866,0.7001670424377866,1.0,0.7661604678796097,5000.0,5000.0
self_roundtrip,0.9927200780901122,0.9739535234357488,0.026046476564251096,0.9998,1.0,1.0,0.9999,0.9999,1.0,0.9999261859507143,5000.0,5000.0
