,ctranspath,gigapath,keep,resnet50,uni_v2
ctranspath,1.0,0.701647616121636,0.5664318604419074,0.5808382430569872,0.5798276869914295
gigapath,0.701647616121636,1.0,0.6092200893540757,0.43327285878756017,0.7778316097578623
keep,0.5664318604419074,0.6092200893540757,1.0,0.34016077800411787,0.6389488309553972
resnet50,0.5808382430569872,0.43327285878756017,0.34016077800411787,1.0,0.2751600583599045
uni_v2,0.5798276869914295,0.7778316097578623,0.6389488309553972,0.2751600583599045,1.0
