condition,recall@1,recall@5,recall@10,map,mrr,median_rank,ndcg,n_query,n_database
gcca,0.9955166666666666,0.9993166666666666,0.9996833333333334,0.9971456271547422,0.9971456271547422,1.0,0.9978393767147736,5000.0,5000.0
autoencoder,0.9831666666666666,0.9967666666666667,0.9986,0.9890055153293469,0.9890055153293469,1.0,0.9916472964427857,5000.0,5000.0
joint_pca,0.9692166666666666,0.9950833333333334,0.9978333333333333,0.9807327051744806,0.9807327051744806,1.0,0.9854118274193789,5000.0,5000.0
mcca,0.9514,0.9881666666666667,0.9942666666666667,0.9679088832691436,0.9679088832691436,1.0,0.9754939848281304,5000.0,5000.0
procrustes,0.4823,0.72635,0.8055166666666667,0.5933467170117139,0.5933467170117139,1.9166666666666667,0.6773596442510793,5000.0,5000.0
unaligned_pca,0.00023333333333333333,0.0009000000000000001,0.002033333333333333,0.0016873886080465018,0.0016873886080465018,2642.7083333333335,0.09370080541574144,5000.0,5000.0
unaligned_truncate,0.00016666666666666666,0.0008166666666666666,0.00185,0.001876505071312394,0.001876505071312394,2335.6666666666665,0.09583968919904971,5000.0,5000.0
