,reconstruction_r2,reconstruction_cosine,alignment_error,paired_cosine,shared_cka,recall@1,recall@10,mrr,neighborhood_preservation,effective_rank,latent_dim
joint_pca,0.9576448047261437,0.9886727390117667,0.05454705137387067,0.8958294692005294,0.9564065667413183,0.93025,0.99575,0.9571596146508965,0.77075,46.710093596716945,64.0
gcca,0.8731348168854048,0.9669129496065185,0.11156563336507445,0.7993458711897313,0.6935818349058667,0.9724999999999999,0.9995,0.984290404040404,0.45255,63.22130945878512,64.0
mcca,0.9213310400656567,0.9795767350218956,0.1852828459159021,0.6855983441807714,0.504834465976295,0.8825,0.9950000000000001,0.9268826422343681,0.44295,63.91618642401393,64.0
procrustes,0.9823997632757815,0.9951754781229651,0.1157111571064854,0.793495369117839,0.8867597614533929,0.6855,0.92375,0.7703935252202901,0.9724,47.85671214611856,64.0
autoencoder,0.9780322869220224,0.9940283599457016,0.10375013417688948,0.8131381463487234,0.9276567438746195,0.8035,0.96875,0.8669781326516557,0.658075,52.85281947919434,64.0
