,conch_v1,ctranspath,gigapath,keep,resnet50,uni_v2
conch_v1,1.0,0.5073350421766658,0.4914657991643394,0.46620771273251954,0.4033170695056873,0.5000353583126732
ctranspath,0.5073350421766658,1.0,0.5605986955119483,0.46813525087916874,0.540072835771415,0.5428522716874126
gigapath,0.4914657991643394,0.5605986955119483,1.0,0.4826684061220745,0.43669900989381805,0.6181505280472512
keep,0.46620771273251954,0.46813525087916874,0.4826684061220745,1.0,0.3509905392803256,0.513732640407507
resnet50,0.4033170695056873,0.540072835771415,0.43669900989381805,0.3509905392803256,1.0,0.4053779559470213
uni_v2,0.5000353583126732,0.5428522716874126,0.6181505280472512,0.513732640407507,0.4053779559470213,1.0
